Titre;Genres Netflix;Casting;Note IMDb;Date d'ajout;Lien Netflix;Type
Albion: The Enchanted Stallion;Films jeunesse et famille|#|SF et fantastique pour la famille|#|Aventures en famille;Daniel Sharman|#|Jennifer Morrison|#|Debra Messing|#|Stephen Dorff|#|John Cleese|#|Liam McIntyre|#|Richard Kind|#|Avery Arendes|#|Castille Landon;5.2;2017-06-30;/title/80167699/;film
Alejandro Sanz : Je suis ce que j'étais;Documentaires biographiques|#|Films documentaires|#|Films biographiques|#|Documentaires musique et concerts|#|Musique et comédies musicales|#|Films espagnols;Alejandro Sanz;7.6;2018-08-20;/title/80202810/;film
Alex Strangelove;Drames romantiques|#|Films indépendants|#|Films romantiques|#|Romances pour ados|#|Drames|#|Comédies|#|Films LGBTQ|#|Comédies romantiques|#|Films pour ados;Daniel Doheny|#|Madeline Weinstein|#|Antonio Marziale|#|Daniel Zolghadri|#|Annie Q.|#|Nik Dodani|#|Fred Hechinger|#|Kathryn Erbe|#|Isabella Amara|#|Sophie Faulkenberry;6.3;2018-06-08;/title/80168189/;film
Alexis Viera : L'histoire d'un survivant;Documentaires sportifs|#|Documentaires biographiques|#|Films documentaires|#|Films biographiques|#|Films d'Amérique latine;Alexis Viera;NA;2019-03-20;/title/81033107/;film
Algo muy gordo;Comédies|#|Films indépendants|#|Films espagnols;Berto Romero|#|Carolina Bang|#|Javier Botet|#|Carlos Areces|#|Miguel Noguera|#|Toni Sevilla;4.4;2018-02-28;/title/80132381/;film
Ali Baba et les 7 nains;Action et aventure|#|Comédies d'action|#|Comédies|#|Films turcs|#|Aventure;Cem Yılmaz|#|Irina Ivkina|#|Çetin Altay|#|Zafer Algöz|#|Can Yılmaz|#|Bahtiyar Engin|#|Fevzi Gökçe|#|Yosi Mizrahi;5.8;2018-04-03;/title/80231064/;film
Ali G;Comédies|#|Films british|#|Comédies politiques;Martin Freeman|#|Sacha Baron Cohen|#|Barbara New|#|Emilio Rivera|#|Michael Gambon|#|Rhona Mitra|#|Charles Dance|#|Kellie Bright;6.2;2019-01-01;/title/70007787/;film
Ali Wong: Baby Cobra;Comédies|#|Stand-up;Ali Wong;7.5;2016-05-06;/title/80101493/;film
Ali Wong: Hard Knock Wife;Comédies|#|Stand-up;Ali Wong;7.4;2018-05-13;/title/80186940/;film
Alien Contact : Dans l'espace;Documentaires|#|Films documentaires|#|Docus sciences et nature;J. Michael Long;3.9;2018-01-08;/title/80213403/;film
Alien Warfare;Action, SF et fantastique|#|Action et aventure|#|Action|#|SF et fantastique|#|SF;Clayton Snyder|#|David Meadows|#|Daniel Washington|#|Scott C. Roe|#|Larissa Andrade|#|Sal Rendino|#|Jose Guns Alves|#|Scott King;2.5;2019-04-05;/title/80232502/;film
Alive and Kicking;Documentaires salués par la critique|#|Films documentaires|#|Docus société et culture;NA;6.7;2017-08-09;/title/80105356/;film
All About Them;Films français|#|Films romantiques|#|Films romantiques français|#|Comédies|#|Films LGBTQ|#|Comédies romantiques|#|Comédies françaises;Anaïs Demoustier|#|Félix Moati|#|Sophie Verbeeck|#|Patrick d'Assumçao|#|Olivier Broche|#|Laure Calamy;NA;2019-01-25;/title/80171173/;film
All Eyez on Me;Films inspirés de faits réels|#|Films biographiques|#|Drames|#|Musique et comédies musicales|#|Hip-hop;Demetrius Shipp Jr.|#|Danai Gurira|#|Kat Graham|#|Hill Harper|#|Annie Ilonzeh|#|Lauren Cohan|#|Keith Robinson|#|Jamal Woolard|#|Dominic L. Santana;5.8;2017-10-19;/title/80117944/;film
All Hallows' Eve;Films jeunesse et famille|#|Films indépendants|#|SF et fantastique pour la famille;Lexi Giovagnoli|#|Ashley Argota|#|John DeLuca|#|Diane Salinger|#|Martin Klebba|#|Tracey Gold|#|Dee Wallace|#|Pilot Paisley-Rose|#|Daniel Cooksley|#|Vincent Giovagnoli|#|Dillon Cavitt;5.2;2017-07-31;/title/80190149/;film
Along with the Gods: The Last 49 Days;Action, SF et fantastique|#|Action et aventure|#|Films fantastiques|#|Films d'Asie|#|SF et fantastique|#|Films coréens|#|Aventure;Ha Jung-woo|#|Ju Ji-hoon|#|Kim Hyang-gi|#|Ma Dong-seok|#|Kim Dong-wook|#|Lee Jung-jae|#|Im Won-hee|#|Doh Kyung-soo|#|Lee Gyoung-young|#|Sung Dong-il;NA;2019-09-25;/title/81017092/;film
Along with the Gods: The Two Worlds;Action, SF et fantastique|#|Action et aventure|#|Films fantastiques|#|Films d'Asie|#|SF et fantastique|#|Films coréens|#|Aventure;Ha Jung-woo|#|Cha Tae-hyun|#|Ju Ji-hoon|#|Kim Hyang-gi|#|Kim Dong-wook|#|Oh Dal-su|#|Im Won-hee|#|Doh Kyung-soo|#|Ma Dong-seok|#|Lee Jung-jae;NA;2019-09-25;/title/80214451/;film
Alvin et les Chipmunks : À fond la caisse;Musique pour les enfants|#|Comédies pour la famille|#|Comédies musicales|#|Aventures en famille|#|Musique et comédies musicales|#|Comédies|#|Films jeunesse et famille;Justin Long|#|Matthew Gray Gubler|#|Jesse McCartney|#|Jason Lee|#|Bella Thorne|#|Kimberly Williams-Paisley|#|Tony Hale|#|Eddie Steeples;5.0;2019-09-05;/title/80063956/;film
Always Be My Maybe;Comédies|#|Comédies romantiques|#|Films romantiques;Ali Wong|#|Randall Park|#|James Saito|#|Michelle Buteau|#|Vivian Bang|#|Keanu Reeves|#|Susan Park|#|Daniel Dae Kim|#|Karan Soni|#|Charlyne Yi;6.8;2019-05-31;/title/80202874/;film
Alyah;Films français|#|Films indépendants|#|Drames|#|Drames français;Pio Marmaï|#|Cédric Kahn|#|Adèle Haenel|#|Guillaume Gouix|#|Sarah Le Picard|#|David Geselson|#|Olivier Desautel|#|Jean-Marie Winling|#|Mar Sodupe|#|Aime Vaucher|#|Bertrand Constant|#|Brigitte Jaques Wajeman;6.0;2018-07-01;/title/70243248/;film
Amanda Knox;Documentaires salués par la critique|#|Films documentaires|#|Films policiers|#|Documentaires inspirés de crimes réels;NA;6.9;2016-09-30;/title/80081155/;film
Amar;Drames romantiques|#|Films romantiques|#|Drames|#|Films espagnols;María Pedraza|#|Pol Monen|#|Natalia Tena|#|Nacho Fresneda|#|Greta Fernández|#|Gustavo Salmerón|#|Celso Bugallo|#|Sonia Almarcha|#|Marta Belenguer;5.3;2017-07-14;/title/80113589/;film
Amar Akbar & Tony;Drames romantiques|#|Films british|#|Films romantiques|#|Drames|#|Comédies|#|Comédies romantiques;Rez Kempton|#|Sam Vincenti|#|Martin Delaney|#|Karen David|#|Laura Aikman|#|Goldy Notay|#|Meera Syal|#|Nina Wadia|#|Tanveer Ghani|#|Amrita Acharia;5.3;2017-06-19;/title/80173234/;film
Amar's Hands;Films internationaux|#|Films du Moyen-Orient|#|Drames;Ghadah Abdulrazeq|#|Wafaa Amer|#|Hassan El Raddad|#|Houria Farghally|#|Sabry Fawwaz;6.1;2019-04-25;/title/81035872/;film
Amateur;Films indépendants|#|Drames|#|Films pour ados;Michael Rainey Jr.|#|Josh Charles|#|Brian White|#|Sharon Leal|#|Ashlee Brian|#|Corey Parker Robinson;5.9;2018-04-06;/title/80096984/;film
American Anarchist;Documentaires biographiques|#|Films documentaires|#|Documentaires politiques|#|Films biographiques|#|Docus société et culture;William Powell;5.8;2017-06-22;/title/80143794/;film
American Experience : Meurtre sur l'île;Docus société et culture|#|Documentaires|#|Films documentaires|#|Documentaires historiques;Blair Brown;6.9;2019-05-02;/title/81076049/;film
American Factory : Conversation avec les Obama;Docus société et culture|#|Documentaires|#|Films documentaires;Président Barack Obama|#|Michelle Obama|#|Julia Reichert|#|Steven Bognar;NA;2019-09-05;/title/81176188/;film
American Factory : Un milliardaire chinois en Ohio;Documentaires salués par la critique|#|Films documentaires|#|Docus société et culture;NA;7.6;2019-08-21;/title/81090071/;film
American Gangster;Films inspirés de faits réels|#|Films biographiques|#|Drames|#|Films policiers|#|Drames policiers;Denzel Washington|#|Russell Crowe|#|Chiwetel Ejiofor|#|Cuba Gooding Jr.|#|Josh Brolin|#|Ted Levine|#|Armand Assante|#|John Ortiz|#|John Hawkes|#|RZA|#|Lymari Nadal|#|Yul Vazquez|#|Ruby Dee|#|Idris Elba|#|Carla Gugino|#|Joe Morton;7.8;2019-08-16;/title/70060009/;film
American Girls 3;Comédies|#|Films pour ados;Danielle Savre|#|Hayden Panettiere|#|Gustavo Carr|#|Giovonnie Samuels|#|Solange Knowles|#|Gary Leroi Gray|#|Jake McDorman|#|Cindy Chiu|#|Emme Rylan|#|Francia Raisa;5.6;2019-12-16;/title/70051325/;film
American Girls 4: la guerre des blondes;Comédies|#|Films pour ados;Ashley Benson|#|Michael Copon|#|Cassandra Scerbo|#|Anniese Taylor Dendy|#|Jennifer Tisdale|#|Noel Areizaga|#|Kierstin Koppel;5.2;2019-08-16;/title/70082341/;film
American Nightmare 2: Anarchy;Films d'horreur|#|Action, SF et fantastique|#|Thrillers de SF|#|Action et aventure|#|Action|#|SF et fantastique|#|Films d'horreur et SF|#|Thrillers d'action|#|SF;Frank Grillo|#|Carmen Ejogo|#|Zach Gilford|#|Kiele Sanchez|#|Zoë Soul|#|Justina Machado|#|John Beasley|#|Jack Conley|#|Noel Gugliemi|#|Castulo Guerra|#|Michael Kenneth Williams|#|Edwin Hodge|#|LaKeith Stanfield;6.4;2020-01-01;/title/70299747/;film
American Nightmare 3: Élections;Films d'horreur|#|Action, SF et fantastique|#|Thrillers de SF|#|Action et aventure|#|Action|#|SF et fantastique|#|Films d'horreur et SF|#|Thrillers d'action|#|SF;Frank Grillo|#|Elizabeth Mitchell|#|Mykelti Williamson|#|Joseph Julian Soria|#|Betty Gabriel|#|Terry Serpico|#|Edwin Hodge|#|Kyle Secor;6.0;2019-07-29;/title/80094662/;film
American Pie 2;Comédies|#|Films pour ados;Natasha Lyonne|#|Eugene Levy|#|Alyson Hannigan|#|Shannon Elizabeth|#|Jennifer Coolidge|#|Tara Reid|#|Mena Suvari|#|Thomas Ian Nicholas|#|Chris Klein|#|Jason Biggs|#|Seann William Scott|#|Eddie Kaye Thomas;6.4;2019-10-11;/title/60021044/;film
American Pie présente : No Limit !;Comédies|#|Films pour ados;Tad Hilgenbrink|#|Arielle Kebbel|#|Eugene Levy|#|Chris Owen|#|Matt Barr|#|Jun Hee Lee|#|Jason Earles|#|Crystle Lightning|#|Lauren C. Mayhew|#|Ginger Lynn;5.0;2019-12-16;/title/70042522/;film
American Sniper;Films inspirés de faits réels|#|Action et aventure|#|Films biographiques|#|Films primés aux Oscars|#|Films inspirés de livres;Bradley Cooper|#|Sienna Miller|#|Luke Grimes|#|Jake McDorman|#|Cory Hardrict|#|Kevin Lacz|#|Navid Negahban|#|Keir O'Donnell;7.3;2018-02-18;/title/80013871/;film
American Son;Drames sociaux|#|Drames;Kerry Washington|#|Steven Pasquale|#|Jeremy Jordan|#|Eugene Lee;5.7;2019-11-01;/title/81024100/;film
Amour & turbulences;Films français|#|Films romantiques|#|Films romantiques français|#|Comédies|#|Comédies romantiques|#|Comédies françaises;Ludivine Sagnier|#|Nicolas Bedos|#|Jonathan Cohen|#|Arnaud Ducret|#|Brigitte Catillon|#|Jackie Berroyer|#|Clémentine Célarié|#|Michel Vuillermoz|#|Lila Salet;NA;2019-07-01;/title/70299872/;film
Amour et thérapie;Drames romantiques|#|Films romantiques|#|Drames|#|Comédies|#|Comédies romantiques;Zezé Polessa|#|Daniel Dantas|#|Paulo Vilhena|#|Fernanda Paes Leme|#|Juliana Mesquita;5.5;2017-03-31;/title/80144890/;film
Amy Schumer Growing;Comédies|#|Stand-up|#|Comédies politiques;Amy Schumer;5.3;2019-03-19;/title/81037077/;film
Amy Schumer: The Leather Special;Comédies|#|Stand-up;Amy Schumer;2.9;2017-03-07;/title/80150002/;film
An Hour and a Half;Films internationaux|#|Films du Moyen-Orient|#|Drames sociaux|#|Drames;Eyad Nassar|#|Ahmed Bedir|#|Fathy Abdel Wahab|#|Sawsan Badr|#|Maged El Kedwany|#|Tarek Abdel Aziz|#|Karima Mokhtar|#|Yousra El Lozy|#|Somaya El Khashab|#|Mohamed Emam;7.1;2019-04-25;/title/81035865/;film
An Upper Egyptian;Comédies|#|Films du Moyen-Orient|#|Drames;Mohamed Ramadan|#|Randa El Behery|#|Nermin Maher|#|Inas El Naggar|#|Mayar El Gheity|#|Hassan Abdulfattah|#|Sabri Abdulmonem|#|Alaa Zenhom|#|Abdalah Mishrif|#|Mohamed Soliman;NA;2019-06-20;/title/81035868/;film
Ana et Vitória;Films inspirés de faits réels|#|Films biographiques|#|Films romantiques|#|Comédies musicales|#|Musique et comédies musicales|#|Comédies|#|Films LGBTQ|#|Comédies romantiques;Ana Caetano|#|Vitória Falcão|#|Clarissa Müller|#|Bruce Gomlevsky|#|Thati Lopes|#|Caique Nogueira|#|Érika Mader|#|Victor Lamoglia|#|Gabriela Nunes|#|Bryan Ruffo|#|Hamilton Dias;6.6;2018-12-14;/title/81020531/;film
Anacleto: Agente Secreto;Action et aventure|#|Action|#|Comédies d'action|#|Films espagnols|#|Comédies|#|Thrillers d'action|#|Aventure;Imanol Arias|#|Quim Gutiérrez|#|Alexandra Jiménez|#|Berto Romero|#|Carlos Areces|#|Eduardo Gómez|#|Dani El Rojo|#|Emilio Gutiérrez Caba|#|Rossy de Palma|#|Sílvia Abril;6.1;2016-05-31;/title/80093213/;film
Anges et démons;Intrigues|#|Thrillers|#|Films inspirés de livres;Tom Hanks|#|Ewan McGregor|#|Ayelet Zurer|#|Stellan Skarsgård|#|Pierfrancesco Favino|#|Nikolaj Lie Kaas|#|Armin Mueller-Stahl|#|Thure Lindhardt|#|David Pasquesi|#|Cosimo Fusco;6.7;2019-03-29;/title/70103523/;film
Angles d'attaque;Action et aventure|#|Action|#|Intrigues|#|Thrillers d'action;Dennis Quaid|#|Matthew Fox|#|Forest Whitaker|#|Bruce McGill|#|Edgar Ramírez|#|Saïd Taghmaoui|#|Ayelet Zurer|#|Zoe Saldana|#|Sigourney Weaver|#|William Hurt;6.6;2019-06-01;/title/70060005/;film
ANIMA;Drames|#|Musique et comédies musicales;Thom Yorke;7.7;2019-06-27;/title/81110498/;film
Animal World;Action, SF et fantastique|#|Action et aventure|#|Action|#|Films fantastiques|#|SF et fantastique|#|Films chinois|#|Thrillers d'action;Li Yi Feng|#|Zhou Dongyu|#|Michael Douglas|#|Bingkun Cao|#|Ge Wang|#|Keanu Chi|#|Zhang Jungyi|#|Yijuan Li|#|Su Ke;6.5;2018-09-28;/title/81004470/;film
Ánimas;Films d'horreur|#|Films inspirés de livres|#|Films espagnols;Clare Durant|#|Iván Pellicer|#|Luis Bermejo|#|Liz Lobato|#|Chacha Huang|#|Ángela Molina;4.8;2019-01-25;/title/80239629/;film
Anjelah Johnson: Not Fancy;Comédies|#|Stand-up;Anjelah Johnson-Reyes;5.8;2015-10-02;/title/80046779/;film
Annabelle;Films d'horreur|#|Films d'horreur et surnaturel;Annabelle Wallis|#|Ward Horton|#|Tony Amendola|#|Alfre Woodard|#|Kerry O'Malley|#|Brian Howe|#|Eric Ladin|#|Ivar Brogger|#|Geoff Wehner|#|Gabriel Bateman;5.4;2018-08-09;/title/80013775/;film
Annabelle Hooper and the Ghosts of Nantucket;Films jeunesse et famille|#|Aventures en famille;Bailee Madison|#|Robert Capron|#|Rachel Resheff|#|Mavrick Moreno|#|Whitney Goin|#|Gary Weeks|#|Juliana Harkavy|#|Kevin B. McGlynn|#|Jamison Stern|#|Mia Matthews|#|Bianca Matthews;5.6;2017-07-31;/title/80190148/;film
Annie;Comédies pour la famille|#|Comédies musicales|#|Musique et comédies musicales|#|Comédies|#|Films jeunesse et famille;Quvenzhané Wallis|#|Jamie Foxx|#|Cameron Diaz|#|Rose Byrne|#|Bobby Cannavale|#|Adewale Akinnuoye-Agbaje|#|David Zayas|#|Zoe Margaret Colletti|#|Nicolette Pierini|#|Eden Duncan-Smith;5.3;2019-10-01;/title/70305931/;film
Annihilation;Films d'horreur|#|SF et fantastique|#|Films inspirés de livres|#|Films d'horreur et SF|#|SF;Natalie Portman|#|Jennifer Jason Leigh|#|Gina Rodriguez|#|Tessa Thompson|#|Tuva Novotny|#|Oscar Isaac;6.9;2018-03-12;/title/80206300/;film
Anon;Thrillers de SF|#|Thrillers policiers|#|Thrillers|#|SF et fantastique|#|Films policiers|#|Intrigues|#|Cyberpunk|#|SF;Clive Owen|#|Amanda Seyfried|#|Colm Feore|#|Sonya Walger|#|Mark O'Brien|#|Joe Pingue|#|Iddo Goldberg|#|Sebastian Pigott|#|Rachel Roberts|#|Ethan Tavares;6.1;2018-05-04;/title/80195964/;film
Antar: Son of Shadad;Comédies|#|Films du Moyen-Orient;Mohamed Henedi|#|Bassem Samra|#|Dorra Zarrouk|#|Lotfy Labib;3.9;2019-05-09;/title/81035836/;film
Anthony Jeselnik: Fire in the Maternity Ward;Comédies|#|Stand-up comique politiquement incorrect|#|Stand-up;Anthony Jeselnik;7.1;2019-04-30;/title/80227677/;film
Anthony Jeselnik: Thoughts and Prayers;Comédies|#|Stand-up;Anthony Jeselnik;7.8;2015-10-16;/title/80043049/;film
Antoine Griezmann : Champion Du Monde;Documentaires|#|Documentaires sportifs|#|Films documentaires|#|Documentaires français;NA;6.5;2019-03-21;/title/81049949/;film
APEX : L'histoire de l'hypercar;Documentaires|#|Films documentaires;Zachary Levi;7.4;2016-07-31;/title/80109260/;film
Apocalypto;Action et aventure|#|Action|#|Thrillers d'action|#|Aventure;Rudy Youngblood|#|Raoul Max Trujillo|#|Dalia Hernández|#|Mayra Serbulo|#|Jonathan Brewer|#|Morris Birdyellowhead|#|Gerardo Taracena|#|Carlos Emilio Báez|#|Amilcar Ramírez|#|Israel Contreras|#|Israel Ríos|#|María Isabel Díaz;7.8;2019-01-16;/title/70044699/;film
Apollo 13;Films inspirés de faits réels|#|Drames historiques|#|Action et aventure|#|Drames|#|Films inspirés de livres|#|Aventure;Tom Hanks|#|Kevin Bacon|#|Bill Paxton|#|Gary Sinise|#|Ed Harris|#|Kathleen Quinlan|#|David Andrews|#|Xander Berkeley|#|Christian Clemenson|#|Brett Cullen|#|Loren Dean|#|Clint Howard|#|Ben Marley|#|Marc McClure|#|Tracy Reiner|#|Joe Spano;7.6;2019-12-16;/title/262866/;film
Apollo 18;Films d'horreur|#|Films d'horreur et SF|#|SF et fantastique|#|SF;Lloyd Owen|#|Warren Christie|#|Ryan Robbins|#|Andrew Airlie|#|Ali Liebert|#|Michael Kopsa|#|Kurt Max Runte|#|Jan Bos|#|Erica Carroll|#|Kim Wylie|#|Noah Wylie;5.2;2018-09-15;/title/70176655/;film
Appelez-moi Johnny 5;SF et fantastique pour la famille|#|Comédies pour la famille|#|SF et fantastique|#|Comédies|#|Films jeunesse et famille|#|SF;Tim Blaney|#|Fisher Stevens|#|Michael McKean|#|Cynthia Gibb|#|Jack Weston|#|Dee McCafferty|#|David Hemblen|#|Don Lake|#|Damon D'Oliveira|#|Tito Núñez;5.7;2018-08-01;/title/60020895/;film
Après la fin du porno;Docus société et culture|#|Documentaires|#|Films documentaires;NA;5.7;2019-05-27;/title/70242063/;film
Après le raid;Docus société et culture|#|Films documentaires|#|Films mexicains|#|Films d'Amérique latine;NA;4.0;2019-12-19;/title/80244681/;film
Après Maria;Docus société et culture|#|Documentaires|#|Films documentaires;NA;4.2;2019-05-24;/title/81002195/;film
Après vous;Films français|#|Films romantiques|#|Films romantiques français|#|Comédies|#|Comédies romantiques|#|Comédies françaises;Daniel Auteuil|#|José Garcia|#|Sandrine Kiberlain|#|Marilyne Canto|#|Michele Moretti|#|Garance Clavel|#|Fabio Zenoni|#|Jocelyne Desverchère|#|Didier Menin|#|Jean-Claude Lecas|#|Ange Ruzé|#|Andree Tainsy|#|Caroline Brunner;NA;2019-09-01;/title/70033366/;film
Aram, Aram;Films indépendants|#|Drames;John Roohinian|#|Levon Sharafyan|#|Sevak Hakoyan|#|David Villada|#|Mike Ghader|#|Razmik Mansuryan|#|Lorita Meg|#|Amy Sanders|#|Alla Tumanian;6.7;2017-02-14;/title/80065214/;film
Araromire;Films d'horreur|#|Films d'horreur et surnaturel|#|Thrillers surnaturels|#|Thrillers|#|Films africains|#|Films Nollywood;Ramsey Nouah|#|Omoni Oboli|#|Kunle Afolayan|#|Funlola Aofiyebi|#|Tosin Sido|#|David J. Oserwe|#|Kate Adepegba|#|Muraina Oyelami|#|Wale Adebayo|#|Ombo Gogo Ombo;4.5;2019-10-01;/title/81165772/;film
Arctic Justice : Thunder Squad;Comédies|#|Films jeunesse et famille|#|Comédies pour la famille|#|Aventures en famille;Jeremy Renner|#|Heidi Klum|#|James Franco|#|John Cleese|#|Omar Sy|#|Michael Madsen|#|Laurie Holden|#|Anjelica Huston|#|Alec Baldwin|#|Donny Falsetti;4.2;2019-11-29;/title/80198596/;film
Arès;Films français|#|Action, SF et fantastique|#|Thrillers de SF|#|Action et aventure|#|Action|#|SF et fantastique|#|Thrillers d'action|#|SF;Ola Rapace|#|Micha Lescot|#|Thierry Hancisse|#|Hélène Fillières|#|Ruth Vega Fernandez|#|Louis-Do de Lencquesaing|#|Eva Lallier|#|Emilie Gavois-Kahn;6.2;2019-11-23;/title/80165083/;film
Ariya Jutanugarn : Une femme sur le green;Films inspirés de faits réels|#|Films biographiques|#|Films d'Asie|#|Drames|#|Films jeunesse et famille|#|Films thaïlandais;Krissiri Sukhsvasti|#|Atchareeya Potipipittanakorn|#|Thaneth Warakulnukroh|#|Hattaya Wongkrachang|#|Somlek Sakdikul|#|Marinda Halpin|#|Gulsara Panyam|#|Kongkid Visessiri;NA;2019-12-01;/title/81184705/;film
Armouti au pays du feu;Comédies|#|Films du Moyen-Orient|#|Comédies politiques;NA;NA;2019-08-05;/title/81035838/;film
Army of One;Comédies|#|Films indépendants;Nicolas Cage|#|Russell Brand|#|Wendi McLendon-Covey|#|Amer Chadha-Patel|#|Paul Scheer|#|Will Sasso|#|Chenoa Morison|#|Denis O'Hare|#|Rainn Wilson;5.1;2017-06-30;/title/80146800/;film
Arnaques, crimes et botanique;Films british|#|Films indépendants|#|Action et aventure|#|Action|#|Comédies d'action|#|Comédies|#|Thrillers d'action;Nick Moran|#|Jason Flemyng|#|Jason Statham|#|Dexter Fletcher|#|Steven Mackintosh|#|Nicholas Rowe|#|Nick Marcq|#|Charles Forbes|#|Vinnie Jones|#|Lenny McLean|#|Sting;8.2;2019-08-01;/title/16944044/;film
ARQ;Thrillers de SF|#|Thrillers|#|Films canadiens|#|SF et fantastique|#|Cyberpunk|#|SF;Robbie Amell|#|Rachael Taylor|#|Shaun Benson|#|Gray Powell|#|Jacob Neayem|#|Adam Butcher|#|Tantoo Cardinal;6.4;2016-09-16;/title/80092885/;film
Arsenio Hall: Smart & Classy;Comédies|#|Stand-up comique politiquement incorrect|#|Stand-up;Arsenio Hall;5.9;2019-10-29;/title/81148672/;film
Arthur & Merlin;Action, SF et fantastique|#|Films british|#|Action et aventure|#|Action|#|Films fantastiques|#|SF et fantastique|#|Aventure;Kirk Barker|#|Stefan Butler|#|Nigel Cooke|#|Charlotte Brimble|#|Adrian Bouchet|#|Nicholas Asbury|#|David Sterne;4.3;2017-11-30;/title/80079365/;film
Ary Abittan - À la folie;Comédies|#|Stand-up|#|Comédies françaises;Ary Abittan;NA;2019-01-01;/title/80134750/;film
Asoka;Films indiens|#|Action et aventure|#|Films en hindi|#|Films romantiques|#|Films de Bollywood;Shah Rukh Khan|#|Kareena Kapoor|#|Danny Denzongpa|#|Rahul Dev|#|Hrishitaa Bhatt|#|Gerson Da Cunha|#|Subhashini Ali|#|Umesh Mehra|#|Sooraj Balaji;6.5;2017-07-31;/title/60021758/;film
Asperger's Are Us;Documentaires salués par la critique|#|Films documentaires;Noah Britton|#|Ethan Finlan|#|Jack Hanke|#|New Michael Ingemi;6.7;2016-12-10;/title/80104420/;film
Asphalte;Films français|#|Drames|#|Films inspirés de livres|#|Drames français|#|Comédies|#|Comédies françaises;Isabelle Huppert|#|Gustave Kervern|#|Valeria Bruni Tedeschi|#|Tassadit Mandi|#|Jules Benchetrit|#|Michael Pitt|#|Mickaël Graehling|#|Larouci Didi|#|Abdelmajid Barja|#|Thierry Gimenez;7.1;2019-04-06;/title/81086693/;film
Asterix et Cleopatre;Comédies|#|Films jeunesse et famille|#|Comédies pour la famille|#|Aventures en famille;Lee Payant|#|Hal Brav|#|John Primm|#|Jean Fontaine|#|George Birt|#|Alexander A. Klimenko|#|Anthony Stuart|#|Edward Marcus;NA;2018-12-15;/title/70250211/;film
Asterix les douze travaux;Comédies|#|Films jeunesse et famille|#|Comédies pour la famille|#|Aventures en famille;Bill Oddie|#|Terry Scott|#|John Bennett|#|William Squire|#|Oliver Postgate|#|Denise Bryer;NA;2018-12-15;/title/70250213/;film
